,GUID,type,Manufacturer,Category,Family,Material,Roughness,ArticleNumber,Leveringsprogramma,Omschrijving,Artikelnummer,Afmetingen,System Type,System Abbreviation,Type,Afmeting,Buis type,Lengte,Afmetingen [mm],System Name,InvertElevation,Systeemtype,Systeemnaam,Binnendiameter,Kanaaltype,Diameter,Verbindingstype,Debiet
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjzv,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6f8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTmme,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,080VgNXBnF$gcTb2tE6W$b,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6jQ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhdl,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTgr,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6f6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlmw,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,2j3BgUVhr9oh9aG9zEKpXC,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2OJXKeePL0rfVl2R9x2thJ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uwv0,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CP0,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTot,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVgB,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTn31,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JderA,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxoZ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhYa,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uw9R,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMg4i,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C5n,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0p4Dd5cGH7Yhtvm3tNpRJ6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUld2,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdCt,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,292evus617$OApahGDVm9A,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CB3,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2fB,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2qUmDxrWf0qAOgpVy5CtGC,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6iL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7AOi,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uwfl,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2IuBl6o_1FIPOV79Fo5v43,IfcFlowSegment,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTyh,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGAsa,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMgMl,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0RVcPE4S9Aa9GDFmWDTsod,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVKZ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTuu,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3mj97vn618h92JM9JgRGZc,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxQw,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,36lBQYL5HDIR6W8bWfCDhW,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uwvd,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3iT7GDDl9Cgu_oeYi3d5RX,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2hGyeDp$H3l92FfSd3GyAK,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlvC,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1lLJZNXaf8TOiD1b2OuccJ,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlAx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB7v,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7BYG,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGY8W,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGBOg,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tUi7aLWX7OxgtQOalep0j,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0I3CVu8xL6Sh$R3YBsQFDB,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdQs,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6c_,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVa8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0b3BgSczDBSh86SByWXcLA,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImA6,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImwN,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVM3,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGYik,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxE0,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdheb,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C7b,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3mTYyc5f97JgqFYnQWfKXD,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTmqn,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT1F,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3l$v1pPzb0AAmcOBcWA1VO,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3UlIpvXWHAj91YGjZE51rD,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhmd,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0eYKoSOwn16AeNdFikC42S,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CB9,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,370jmIjvzE6fdF2nzEJ9ei,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwwM,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6kl,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,31nAlRRgf8yf4O4e8F3DF0,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTsk,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGAsw,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj31v,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyiZW,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjAs,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlpD,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,292evus617$OApahGDVmNy,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhYi,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGBOW,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVLJ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB0l,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTIL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGAsC,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj31V,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImSv,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d50R,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0NCn_ksxj1q87ZEjdzBhZ4,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2hGyeDp$H3l92FfSd3Gy91,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3iR,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwNU,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwvX,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7BWW,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,31nAlRRgf8yf4O4e8F3AtH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTnC7,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2hGyeDp$H3l92FfSd3GyAS,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjAT,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0b3BgSczDBSh86SByWXcLl,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihToz,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhht,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTmuQ,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2COl,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2IuBl6o_1FIPOV79Fo5uga,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVip,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT1x,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdetq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhbJ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CsH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0YotMYTVb6KOUXrgZNNo0p,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxC9,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UweE,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2xQIbkQTr2vOcPyywuLWTs,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6jx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlEQ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,2mKQQOTV9508TYsYTIM4WG,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTmq_,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6fd,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3wYamzIx5Bdu7B3UKw5Is8,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTv5,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjZr,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTho,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1QuJZyka97AAJzk5hhhaBi,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tUi7aLWX7OxgtQOalep09,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3$jO3xPMT3GuoR_IvX0gLl,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhej,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGYnS,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7Ba7,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT17,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tUi7aLWX7OxgtQOalepFl,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVib,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImi6,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3dY,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlcU,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxCr,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxo8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CBq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTFz,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxOm,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6fR,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlxY,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uwf$,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjZp,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYV6e,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhZk,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjcg,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdLH,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxFO,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdebq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1u458eWCjBpPoE3oqSC4i4,IfcFlowSegment,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1QuJZyka97AAJzk5hhhaJc,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjGS,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjlr,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd9e,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwKI,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVcm,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2COr,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTxy,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjIS$j,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdeju,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3R2KvUjqX4RvzQTF4KxPHr,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlrs,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUljm,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhhM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6rM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISlr,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihT0U,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxQ3,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISi3,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM4En,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyIm$U,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3eN,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYV_O,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2UVPPcH0LERBczGsZbQRwM,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlaK,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTqu,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3d2,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2iA,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6ok,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C9N,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM5Qa,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,20jEsHmrHDXufDzH4yieFR,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB1Q,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMgSe,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTyu,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISJp,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUx8I,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1lLJZNXaf8TOiD1b2OuccS,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD5GD,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
